Date,Equipment,Handedness,"Swing Details","Plane Score","Connection Score","Rotation Score","Bat Speed (mph)","Rotational Acceleration (g)","On Plane Efficiency (%)","Attack Angle (deg)","Early Connection (deg)","Connection at Impact (deg)","Vertical Bat Angle (deg)","Power (kW)","Time to Contact (sec)","Peak Hand Speed (mph)","Exit Velocity (mph)","Launch Angle (deg)","Estimated Distance (feet)"
"Nov 12, 2020 07:29:56 PM","Pro Reserve Series JC24",Right,"General Practice",56,56,63,65.9,18.1,72,9,74,92,-27,3.84,0.14,21.3,,,
"Nov 12, 2020 07:29:48 PM","Pro Reserve Series JC24",Right,"General Practice",68,41,65,69.6,19,85,1,59,84,-33,5.07,0.12,23.4,,,
"Nov 12, 2020 07:29:35 PM","Pro Reserve Series JC24",Right,"General Practice",63,49,66,67.6,19.5,80,12,66,88,-21,4.47,0.13,23,,,
"Nov 12, 2020 07:29:27 PM","Pro Reserve Series JC24",Right,"General Practice",61,48,67,66.9,19.9,77,10,66,89,-28,4.46,0.13,22.6,,,
"Nov 12, 2020 07:29:05 PM","Pro Reserve Series JC24",Right,"General Practice",64,51,58,63.1,16.3,81,2,69,90,-30,3.84,0.13,21.1,,,
"Nov 12, 2020 07:28:59 PM","Pro Reserve Series JC24",Right,"General Practice",64,48,65,65.9,19.1,81,7,65,91,-30,4.25,0.13,21.9,,,
"Nov 12, 2020 07:28:52 PM","Pro Reserve Series JC24",Right,"General Practice",63,53,61,66.4,17.6,79,13,71,88,-22,4.12,0.13,20.9,,,
"Nov 12, 2020 07:27:16 PM","Pro Reserve Series JC24",Right,"General Practice",58,46,58,68.3,16.1,74,13,66,84,-23,4.18,0.14,22.4,,,
"Nov 12, 2020 07:27:07 PM","Pro Reserve Series JC24",Right,"General Practice",51,47,55,68,15,68,11,67,84,-31,4.03,0.14,21.8,,,
"Nov 12, 2020 07:27:01 PM","Pro Reserve Series JC24",Right,"General Practice",54,44,60,67.2,16.9,71,13,62,85,-26,3.87,0.15,22.5,,,
"Nov 12, 2020 07:26:54 PM","Pro Reserve Series JC24",Right,"General Practice",51,53,60,67.4,16.9,68,14,73,85,-21,3.95,0.14,21.7,,,
"Nov 12, 2020 07:26:46 PM","Pro Reserve Series JC24",Right,"General Practice",54,47,55,65.4,14.8,71,12,65,87,-27,3.78,0.14,21.7,,,
"Nov 12, 2020 07:26:39 PM","Pro Reserve Series JC24",Right,"General Practice",59,44,60,66.9,16.9,76,12,60,88,-31,4.18,0.13,22.2,,,
"Nov 12, 2020 07:26:32 PM","Pro Reserve Series JC24",Right,"General Practice",50,51,53,66.4,14.1,67,14,71,86,-27,3.49,0.16,21.1,,,
"Nov 12, 2020 07:26:26 PM","Pro Reserve Series JC24",Right,"General Practice",57,47,61,66.5,17.5,74,12,66,86,-27,4.07,0.14,21.5,,,
"Nov 12, 2020 07:24:43 PM","Pro Reserve Series JC24",Right,"General Practice",61,42,61,68,17.4,78,14,61,85,-25,4.14,0.14,23.2,,,
"Nov 12, 2020 07:24:33 PM","Pro Reserve Series JC24",Right,"General Practice",62,44,59,68.4,16.5,78,14,64,84,-23,4.02,0.15,22.8,,,
"Nov 12, 2020 07:24:25 PM","Pro Reserve Series JC24",Right,"General Practice",58,49,62,68.4,17.7,74,14,67,88,-24,4.25,0.14,21.7,,,
"Nov 12, 2020 07:24:16 PM","Pro Reserve Series JC24",Right,"General Practice",57,46,68,66.8,20.3,74,16,63,87,-24,4.23,0.13,21.7,,,
"Nov 12, 2020 07:24:09 PM","Pro Reserve Series JC24",Right,"General Practice",61,36,60,69.8,16.9,78,12,53,82,-35,4.56,0.13,23.4,,,
"Nov 12, 2020 07:24:01 PM","Pro Reserve Series JC24",Right,"General Practice",55,48,62,67.9,17.9,71,14,66,88,-25,4.25,0.14,22.1,,,
"Nov 12, 2020 07:23:54 PM","Pro Reserve Series JC24",Right,"General Practice",58,41,62,64.2,18,75,16,57,87,-27,3.97,0.13,21.6,,,
"Nov 12, 2020 07:22:56 PM","Pro Reserve Series JC24",Right,"General Practice",48,59,52,65.2,13.6,65,14,80,84,-18,3.33,0.16,19.7,,,
"Nov 12, 2020 07:22:46 PM","Pro Reserve Series JC24",Right,"General Practice",51,42,54,65.4,14.5,68,17,68,77,-17,3.44,0.16,20.4,,,
"Nov 12, 2020 07:22:35 PM","Pro Reserve Series JC24",Right,"General Practice",54,50,57,65.4,15.8,71,11,70,85,-19,3.48,0.15,20.6,,,
"Nov 12, 2020 07:21:10 PM","Pro Reserve Series JC24",Right,"General Practice",50,53,57,64.3,15.8,67,13,73,85,-22,3.55,0.15,19.9,,,
"Nov 12, 2020 07:21:00 PM","Pro Reserve Series JC24",Right,"General Practice",56,45,52,64.8,13.7,73,14,69,80,-18,3.47,0.15,20,,,
"Nov 12, 2020 07:20:51 PM","Pro Reserve Series JC24",Right,"General Practice",60,43,62,65.2,18,76,14,61,85,-22,3.75,0.14,20.4,,,
"Nov 12, 2020 07:20:40 PM","Pro Reserve Series JC24",Right,"General Practice",57,46,59,64.1,16.8,73,13,66,85,-19,3.57,0.14,20.1,,,
"Nov 12, 2020 07:20:13 PM","Pro Reserve Series JC24",Right,"General Practice",57,44,52,64.5,13.9,74,13,67,81,-18,3.57,0.15,19.6,,,
"Nov 12, 2020 07:19:12 PM","Pro Reserve Series JC24",Right,"General Practice",59,44,59,62.7,16.5,75,15,64,83,-22,3.43,0.14,19.7,,,
"Nov 12, 2020 07:19:04 PM","Pro Reserve Series JC24",Right,"General Practice",60,50,55,65.1,15.1,76,12,70,85,-18,3.8,0.14,20.3,,,
"Nov 12, 2020 07:18:57 PM","Pro Reserve Series JC24",Right,"General Practice",61,50,53,66.2,14.3,78,7,69,87,-21,3.92,0.14,20.5,,,
"Nov 12, 2020 07:18:39 PM","Pro Reserve Series JC24",Right,"General Practice",51,47,55,65.9,14.9,68,14,70,82,-20,3.53,0.15,20.2,,,
"Nov 12, 2020 07:17:38 PM","Pro Reserve Series JC24",Right,"General Practice",58,43,60,67.3,17.1,74,12,63,83,-27,3.99,0.14,22,,,
"Nov 12, 2020 07:17:32 PM","Pro Reserve Series JC24",Right,"General Practice",56,44,56,67.2,15.4,73,11,64,85,-32,3.78,0.15,21.9,,,
"Nov 12, 2020 07:17:22 PM","Pro Reserve Series JC24",Right,"General Practice",56,45,55,68,14.8,73,9,66,83,-31,3.97,0.15,22.2,,,
"Nov 12, 2020 07:17:12 PM","Pro Reserve Series JC24",Right,"General Practice",59,43,55,68.4,15.1,76,10,62,84,-31,3.96,0.15,22.5,,,
"Nov 12, 2020 07:17:06 PM","Pro Reserve Series JC24",Right,"General Practice",57,39,59,66.5,16.4,74,11,58,81,-31,3.96,0.14,22.4,,,
"Nov 12, 2020 07:16:59 PM","Pro Reserve Series JC24",Right,"General Practice",47,57,63,66,18.1,64,6,74,90,-37,3.74,0.15,20.7,,,
"Nov 12, 2020 07:16:51 PM","Pro Reserve Series JC24",Right,"General Practice",51,44,61,66.9,17.6,68,16,67,82,-25,4.01,0.14,21.7,,,
"Nov 12, 2020 07:16:43 PM","Pro Reserve Series JC24",Right,"General Practice",65,42,57,69.9,15.6,82,8,64,82,-29,4.44,0.14,23.1,,,
"Nov 12, 2020 07:16:15 PM","Pro Reserve Series JC24",Right,"General Practice",60,46,52,68,13.8,77,10,68,83,-26,4.02,0.14,21.8,,,
"Nov 12, 2020 07:16:09 PM","Pro Reserve Series JC24",Right,"General Practice",58,50,65,66.9,19.1,75,7,68,89,-30,4.07,0.14,21.4,,,
"Nov 12, 2020 07:12:44 PM","Pro Reserve Series JC24",Right,"General Practice",58,48,62,65.7,17.6,75,8,66,88,-30,3.86,0.14,21.4,,,
"Nov 12, 2020 07:12:31 PM","Pro Reserve Series JC24",Right,"General Practice",59,40,54,67.8,14.6,76,12,60,82,-31,3.95,0.15,22,,,
"Nov 12, 2020 07:12:24 PM","Pro Reserve Series JC24",Right,"General Practice",59,45,56,67,15.2,76,10,65,84,-28,3.86,0.15,21.5,,,
"Nov 12, 2020 07:12:18 PM","Pro Reserve Series JC24",Right,"General Practice",55,47,56,65,15.3,72,8,66,86,-30,3.49,0.15,21.5,,,
"Nov 12, 2020 07:12:10 PM","Pro Reserve Series JC24",Right,"General Practice",49,52,64,63.1,18.7,65,13,70,88,-27,3.42,0.15,20.6,,,
"Nov 12, 2020 07:12:04 PM","Pro Reserve Series JC24",Right,"General Practice",71,39,51,67.3,13.1,88,9,59,81,-29,4.06,0.14,22.1,,,
"Nov 12, 2020 07:11:58 PM","Pro Reserve Series JC24",Right,"General Practice",63,41,52,66.3,13.7,80,17,64,80,-14,3.72,0.15,20.9,,,
"Nov 12, 2020 07:11:53 PM","Pro Reserve Series JC24",Right,"General Practice",61,47,52,66.3,13.7,77,8,69,83,-23,3.58,0.15,21,,,
"Nov 10, 2020 08:06:48 PM","Pro Reserve Series JC24",Right,"General Practice",51,68,64,65.7,18.8,68,15,84,85,-16,3.66,0.15,19.9,,,
"Nov 10, 2020 08:06:39 PM","Pro Reserve Series JC24",Right,"General Practice",63,53,64,65.6,18.8,80,14,73,86,-18,3.97,0.14,20.5,,,
"Nov 10, 2020 08:06:14 PM","Pro Reserve Series JC24",Right,"General Practice",75,37,53,68.4,14.3,92,1,55,81,-33,4.73,0.12,22.8,,,
"Nov 10, 2020 08:06:08 PM","Pro Reserve Series JC24",Right,"General Practice",73,40,57,68.8,15.7,90,5,61,80,-27,4.79,0.12,22.4,,,
"Nov 10, 2020 08:05:58 PM","Pro Reserve Series JC24",Right,"General Practice",60,43,65,67,19.1,77,16,66,80,-20,4.2,0.13,21.2,,,
"Nov 10, 2020 08:04:18 PM","Pro Reserve Series JC24",Right,"General Practice",49,65,66,65.4,19.6,66,16,82,86,-17,3.72,0.14,19.9,,,
"Nov 10, 2020 08:04:10 PM","Pro Reserve Series JC24",Right,"General Practice",57,52,63,65.8,18.4,74,18,76,81,-10,3.67,0.15,19.7,,,
"Nov 10, 2020 08:03:59 PM","Pro Reserve Series JC24",Right,"General Practice",48,60,61,65.7,17.6,65,16,82,83,-12,3.51,0.15,19.8,,,
"Nov 10, 2020 08:03:52 PM","Pro Reserve Series JC24",Right,"General Practice",60,47,61,70.2,17.2,77,14,69,83,-23,4.48,0.14,21.6,,,
"Nov 10, 2020 08:03:43 PM","Pro Reserve Series JC24",Right,"General Practice",54,61,65,66.9,19,71,18,80,85,-15,3.84,0.15,19.3,,,
"Nov 10, 2020 08:03:37 PM","Pro Reserve Series JC24",Right,"General Practice",67,41,62,69.5,17.7,84,8,60,84,-29,4.89,0.12,23,,,
"Nov 10, 2020 08:02:26 PM","Pro Reserve Series JC24",Right,"General Practice",69,40,55,67.7,15,86,15,62,80,-20,4.23,0.14,22,,,
"Nov 10, 2020 08:02:19 PM","Pro Reserve Series JC24",Right,"General Practice",68,39,59,68.6,16.5,85,12,60,81,-25,4.46,0.13,22.8,,,
"Nov 10, 2020 08:02:11 PM","Pro Reserve Series JC24",Right,"General Practice",62,53,65,68.5,18.9,79,10,73,86,-24,4.32,0.14,21.6,,,
"Nov 10, 2020 08:02:04 PM","Pro Reserve Series JC24",Right,"General Practice",45,65,62,64.2,17.8,61,18,87,81,-11,3.36,0.15,18.7,,,
"Nov 10, 2020 08:01:52 PM","Pro Reserve Series JC24",Right,"General Practice",60,49,59,65.9,16.7,77,18,74,80,-12,3.78,0.14,20,,,
"Nov 10, 2020 08:01:43 PM","Pro Reserve Series JC24",Right,"General Practice",51,60,55,64.4,15.1,68,18,84,81,-10,3.13,0.17,19,,,
"Nov 10, 2020 08:01:34 PM","Pro Reserve Series JC24",Right,"General Practice",67,47,58,67.8,16.1,83,14,67,84,-20,4.23,0.14,21.3,,,
"Nov 10, 2020 07:52:20 PM","Pro Reserve Series JC24",Right,"General Practice",70,42,57,66.2,15.9,87,12,63,82,-24,4.16,0.13,21.6,,,
"Nov 10, 2020 07:52:12 PM","Pro Reserve Series JC24",Right,"General Practice",54,44,57,65.7,15.8,71,17,68,80,-26,3.56,0.15,20.9,,,
"Nov 10, 2020 07:52:01 PM","Pro Reserve Series JC24",Right,"General Practice",58,40,58,67.5,16.2,75,17,62,80,-26,4.19,0.14,22.3,,,
"Nov 10, 2020 07:51:56 PM","Pro Reserve Series JC24",Right,"General Practice",56,52,64,65.1,18.9,73,16,76,82,-17,3.85,0.14,19.5,,,
"Nov 10, 2020 07:51:46 PM","Pro Reserve Series JC24",Right,"General Practice",62,47,50,64.9,12.8,79,12,66,85,-25,3.62,0.15,20.4,,,
"Nov 10, 2020 07:51:39 PM","Pro Reserve Series JC24",Right,"General Practice",66,44,57,67.6,15.8,83,15,66,82,-21,3.98,0.14,22.2,,,
"Nov 10, 2020 07:51:30 PM","Pro Reserve Series JC24",Right,"General Practice",69,45,54,66,14.7,86,14,67,82,-14,3.9,0.14,20.8,,,
"Nov 10, 2020 07:50:13 PM","Pro Reserve Series JC24",Right,"General Practice",64,60,54,63,14.6,81,7,77,88,-22,3.51,0.14,19.3,,,
"Nov 10, 2020 07:50:08 PM","Pro Reserve Series JC24",Right,"General Practice",63,36,52,68.5,13.8,80,8,54,80,-36,4.27,0.14,22.1,,,
"Nov 10, 2020 07:50:00 PM","Pro Reserve Series JC24",Right,"General Practice",58,42,63,33.5,18.4,75,26,65,80,-20,0.98,0.14,21.4,,,
"Nov 10, 2020 07:49:54 PM","Pro Reserve Series JC24",Right,"General Practice",58,54,54,66.6,14.7,75,15,76,84,-23,3.61,0.15,20.8,,,
"Nov 10, 2020 07:49:49 PM","Pro Reserve Series JC24",Right,"General Practice",61,47,54,67.4,14.6,78,13,69,83,-25,3.9,0.15,21,,,
"Nov 10, 2020 07:49:45 PM","Pro Reserve Series JC24",Right,"General Practice",62,54,52,66.6,13.9,79,15,74,85,-16,3.66,0.15,20.9,,,
"Nov 10, 2020 07:48:32 PM","Pro Reserve Series JC24",Right,"General Practice",73,43,54,65.8,14.4,90,9,65,82,-23,3.99,0.14,21.4,,,
"Nov 10, 2020 07:48:27 PM","Pro Reserve Series JC24",Right,"General Practice",60,63,53,64.1,13.9,77,7,79,88,-25,3.48,0.15,19.8,,,
"Nov 10, 2020 07:48:22 PM","Pro Reserve Series JC24",Right,"General Practice",65,50,58,66.3,16.3,82,13,72,83,-20,4,0.14,20.9,,,
"Nov 10, 2020 07:48:17 PM","Pro Reserve Series JC24",Right,"General Practice",59,47,64,67.3,18.5,76,14,67,85,-29,4.24,0.13,21.5,,,
"Nov 10, 2020 07:48:09 PM","Pro Reserve Series JC24",Right,"General Practice",56,51,65,66.3,19.2,73,18,76,81,-14,3.93,0.14,19.4,,,
"Nov 10, 2020 07:48:05 PM","Pro Reserve Series JC24",Right,"General Practice",58,37,57,65.8,15.8,75,20,59,78,-27,3.62,0.15,21.8,,,
"Nov 10, 2020 07:42:10 PM","Pro Reserve Series JC24",Right,"General Practice",55,64,57,62.4,15.6,72,12,82,86,-22,3.3,0.15,18.2,,,
"Nov 10, 2020 07:42:05 PM","Pro Reserve Series JC24",Right,"General Practice",72,37,47,65.8,11.4,89,15,57,79,-22,3.72,0.15,20.8,,,
"Nov 10, 2020 07:42:00 PM","Pro Reserve Series JC24",Right,"General Practice",53,58,60,63.1,16.9,70,12,80,83,-24,3.38,0.15,18.3,,,
"Nov 10, 2020 07:41:55 PM","Pro Reserve Series JC24",Right,"General Practice",61,48,61,62.9,17.3,78,13,69,84,-26,3.45,0.14,19,,,
"Nov 10, 2020 07:41:50 PM","Pro Reserve Series JC24",Right,"General Practice",56,51,62,62,17.9,73,16,76,80,-17,3.26,0.15,18.1,,,
"Nov 10, 2020 07:41:46 PM","Pro Reserve Series JC24",Right,"General Practice",56,55,62,61.5,17.7,72,12,76,85,-26,3.3,0.14,18.7,,,
"Nov 10, 2020 07:40:41 PM","Pro Reserve Series JC24",Right,"General Practice",48,58,55,61.3,14.8,64,14,83,81,-20,3.06,0.15,17.3,,,
"Nov 10, 2020 07:40:35 PM","Pro Reserve Series JC24",Right,"General Practice",68,40,49,66.5,12.5,85,15,61,81,-25,3.85,0.14,20.8,,,
"Nov 10, 2020 07:40:31 PM","Pro Reserve Series JC24",Right,"General Practice",53,55,63,60.9,18.1,69,15,78,82,-23,3.19,0.15,18.1,,,
"Nov 10, 2020 07:40:26 PM","Pro Reserve Series JC24",Right,"General Practice",54,51,58,62.5,16.4,71,13,75,81,-21,3.27,0.15,18.9,,,
"Nov 10, 2020 07:40:20 PM","Pro Reserve Series JC24",Right,"General Practice",58,45,59,64.3,16.6,75,17,69,81,-26,3.5,0.15,19,,,
"Nov 10, 2020 07:40:16 PM","Pro Reserve Series JC24",Right,"General Practice",61,50,58,59.2,16.1,78,2,75,81,-31,3.14,0.14,17.8,,,
"Nov 09, 2020 08:22:31 PM","Pro Reserve Series JC24",Right,"General Practice",65,49,65,71,19.2,82,14,72,82,-22,4.58,0.14,21.5,,,
"Nov 09, 2020 08:15:21 PM","Pro Reserve Series JC24",Right,"General Practice",60,47,65,69.5,19.1,77,15,69,83,-28,4.45,0.14,21.4,,,
"Nov 09, 2020 08:15:08 PM","Pro Reserve Series JC24",Right,"General Practice",68,49,55,65.7,14.8,84,13,68,86,-22,3.66,0.15,20.7,,,
"Nov 09, 2020 08:10:27 PM","Pro Reserve Series JC24",Right,"General Practice",58,48,61,69.2,17.6,74,20,74,78,-15,4.05,0.15,20.4,,,
"Nov 09, 2020 08:08:11 PM","Pro Reserve Series JC24",Right,"General Practice",68,46,64,67.1,18.8,84,15,68,83,-27,4.22,0.13,20.4,,,
"Nov 09, 2020 08:01:05 PM","Pro Reserve Series JC24",Right,"General Practice",56,62,58,67.4,16,72,20,86,80,-11,3.56,0.16,20.3,,,
"Nov 09, 2020 08:00:53 PM","Pro Reserve Series JC24",Right,"General Practice",62,46,60,71,17.2,78,17,69,81,-26,4.33,0.15,21.6,,,
"Nov 09, 2020 07:55:17 PM","Pro Reserve Series JC24",Right,"General Practice",65,44,63,69.4,18.3,82,13,62,85,-30,4.44,0.14,22.6,,,
"Nov 05, 2020 08:35:47 PM","Velo HS-Collegiate BBCor",Right,"General Practice",57,56,68,66.8,20.5,73,17,76,86,-22,4.06,0.14,20.9,,,
"Nov 05, 2020 08:31:00 PM","Velo HS-Collegiate BBCor",Right,"General Practice",56,57,68,65.7,20.3,72,17,78,84,-15,3.61,0.15,20.2,,,
"Nov 05, 2020 08:29:07 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,51,61,67.8,17.5,79,6,69,90,-35,4.3,0.13,22.1,,,
"Nov 05, 2020 08:22:23 PM","Velo HS-Collegiate BBCor",Right,"General Practice",72,42,47,63.9,11.5,89,15,61,85,-20,3.33,0.15,20.9,,,
"Nov 05, 2020 08:16:57 PM","Velo HS-Collegiate BBCor",Right,"General Practice",68,40,57,66.4,15.7,85,18,62,79,-17,3.68,0.15,22.1,,,
"Nov 05, 2020 08:16:51 PM","Velo HS-Collegiate BBCor",Right,"General Practice",69,40,54,65.2,14.4,86,14,57,86,-27,3.75,0.14,21.4,,,
"Nov 05, 2020 08:16:46 PM","Velo HS-Collegiate BBCor",Right,"General Practice",70,44,56,65.9,15.4,87,13,62,87,-25,3.83,0.14,21.6,,,
"Nov 05, 2020 08:16:39 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,39,61,65.9,17.5,78,18,58,82,-30,3.68,0.15,21.8,,,
"Nov 05, 2020 08:16:34 PM","Velo HS-Collegiate BBCor",Right,"General Practice",66,38,57,68.1,15.9,83,13,55,84,-36,4.21,0.14,22.2,,,
"Nov 05, 2020 08:16:28 PM","Velo HS-Collegiate BBCor",Right,"General Practice",69,37,54,66.1,14.6,85,18,59,77,-27,3.51,0.16,22.3,,,
"Nov 05, 2020 08:15:14 PM","Velo HS-Collegiate BBCor",Right,"General Practice",68,41,56,68.7,15.6,85,7,60,84,-37,4.28,0.14,22.6,,,
"Nov 05, 2020 08:15:09 PM","Velo HS-Collegiate BBCor",Right,"General Practice",64,46,64,65.1,18.6,81,19,70,80,-15,3.85,0.14,20.2,,,
"Nov 05, 2020 08:14:54 PM","Velo HS-Collegiate BBCor",Right,"General Practice",54,54,67,63.8,19.8,71,21,76,84,-18,3.54,0.14,18.6,,,
"Nov 05, 2020 08:14:45 PM","Velo HS-Collegiate BBCor",Right,"General Practice",57,50,59,65.6,16.5,74,17,71,84,-27,3.46,0.16,20.8,,,
"Nov 05, 2020 08:14:40 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,52,62,65.6,17.8,78,14,71,87,-21,3.69,0.15,20.7,,,
"Nov 05, 2020 08:13:40 PM","Velo HS-Collegiate BBCor",Right,"General Practice",66,42,56,64.3,15.5,83,19,65,80,-16,3.16,0.16,20.2,,,
"Nov 05, 2020 08:13:35 PM","Velo HS-Collegiate BBCor",Right,"General Practice",71,49,52,64.1,13.8,88,10,68,86,-25,3.53,0.15,20.5,,,
"Nov 05, 2020 08:13:25 PM","Velo HS-Collegiate BBCor",Right,"General Practice",72,40,54,66.1,14.4,89,10,57,85,-34,3.8,0.14,22,,,
"Nov 05, 2020 08:13:19 PM","Velo HS-Collegiate BBCor",Right,"General Practice",73,41,62,67.4,17.7,90,11,60,83,-29,4.45,0.13,21.9,,,
"Nov 05, 2020 08:13:14 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,38,61,67.2,17.6,77,16,58,80,-38,4.05,0.14,21.7,,,
"Nov 05, 2020 08:13:09 PM","Velo HS-Collegiate BBCor",Right,"General Practice",71,47,59,64.9,16.5,88,9,67,85,-25,4.06,0.13,20.3,,,
"Nov 05, 2020 08:11:56 PM","Velo HS-Collegiate BBCor",Right,"General Practice",66,41,61,65.6,17.5,82,16,62,81,-26,3.75,0.14,21.4,,,
"Nov 05, 2020 08:11:50 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,39,57,65.3,15.6,79,18,59,81,-36,3.76,0.14,21,,,
"Nov 05, 2020 08:11:44 PM","Velo HS-Collegiate BBCor",Right,"General Practice",67,48,59,67.2,16.5,84,14,68,85,-25,3.98,0.14,20.9,,,
"Nov 05, 2020 08:11:38 PM","Velo HS-Collegiate BBCor",Right,"General Practice",66,48,68,66.4,20.5,82,15,66,87,-26,4.25,0.13,21.1,,,
"Nov 05, 2020 08:11:26 PM","Velo HS-Collegiate BBCor",Right,"General Practice",69,43,62,67.3,17.9,86,11,66,80,-33,4.17,0.14,21.4,,,
"Nov 05, 2020 08:11:21 PM","Velo HS-Collegiate BBCor",Right,"General Practice",67,30,53,65.4,14,83,20,50,74,-32,3.83,0.14,22.1,,,
"Nov 04, 2020 08:11:33 PM","Velo HS-Collegiate BBCor",Right,"General Practice",71,40,62,64.9,17.7,88,11,60,82,-21,4.13,0.13,21.5,,,
"Nov 04, 2020 08:11:23 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,56,74,65.4,22.9,74,11,74,87,-24,4.19,0.13,20.7,,,
"Nov 04, 2020 08:11:01 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,53,59,64.3,16.6,75,9,71,88,-27,3.55,0.15,20.2,,,
"Nov 04, 2020 08:10:46 PM","Velo HS-Collegiate BBCor",Right,"General Practice",70,41,58,64.8,16.2,87,13,61,82,-20,3.93,0.13,21.2,,,
"Nov 04, 2020 08:07:46 PM","Velo HS-Collegiate BBCor",Right,"General Practice",73,37,61,66.1,17.3,90,6,55,82,-32,4.49,0.12,22.4,,,
"Nov 04, 2020 08:07:21 PM","Velo HS-Collegiate BBCor",Right,"General Practice",53,67,66,61.1,19.4,70,9,83,94,-25,3.55,0.13,18.7,,,
"Nov 04, 2020 08:07:08 PM","Velo HS-Collegiate BBCor",Right,"General Practice",58,51,60,65.5,16.9,74,12,72,84,-25,3.79,0.14,20.1,,,
"Nov 04, 2020 08:07:00 PM","Velo HS-Collegiate BBCor",Right,"General Practice",65,43,67,63.5,19.9,81,6,62,84,-29,4.14,0.12,21.4,,,
"Nov 04, 2020 08:06:54 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,58,58,63.3,16.1,77,8,75,90,-25,3.44,0.15,19.6,,,
"Nov 04, 2020 08:03:58 PM","Velo HS-Collegiate BBCor",Right,"General Practice",61,56,70,65.8,20.9,77,7,74,93,-24,4.24,0.13,21.2,,,
"Nov 04, 2020 08:03:44 PM","Velo HS-Collegiate BBCor",Right,"General Practice",52,52,62,63.7,17.8,69,14,77,81,-15,3.31,0.15,19.8,,,
"Nov 04, 2020 08:03:25 PM","Velo HS-Collegiate BBCor",Right,"General Practice",60,55,60,64.4,16.9,76,7,73,89,-26,3.56,0.15,20.4,,,
"Nov 04, 2020 08:03:13 PM","Velo HS-Collegiate BBCor",Right,"General Practice",75,40,55,64.4,15,92,3,59,84,-26,4.26,0.12,21.4,,,
"Nov 04, 2020 08:03:07 PM","Velo HS-Collegiate BBCor",Right,"General Practice",70,49,56,64.4,15.3,87,6,67,88,-24,4,0.13,20.9,,,
"Nov 04, 2020 08:03:01 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,53,63,63.7,18.1,79,6,71,90,-26,3.86,0.13,20.4,,,
"Nov 04, 2020 07:57:18 PM","Velo HS-Collegiate BBCor",Right,"General Practice",59,34,61,64.8,17.6,76,14,51,80,-35,3.93,0.13,21.8,,,
"Nov 04, 2020 07:57:04 PM","Velo HS-Collegiate BBCor",Right,"General Practice",71,33,59,66.8,16.7,88,9,49,81,-35,4.3,0.13,23,,,
"Nov 04, 2020 07:56:54 PM","Velo HS-Collegiate BBCor",Right,"General Practice",71,36,52,63,13.7,88,6,55,80,-30,3.55,0.14,21.8,,,
"Nov 04, 2020 07:56:47 PM","Velo HS-Collegiate BBCor",Right,"General Practice",74,37,55,66.1,14.8,91,2,55,82,-33,4.35,0.13,22.4,,,
"Nov 04, 2020 07:56:33 PM","Velo HS-Collegiate BBCor",Right,"General Practice",57,53,72,61.9,21.9,74,12,72,87,-29,3.64,0.13,19.7,,,
"Nov 04, 2020 07:56:20 PM","Velo HS-Collegiate BBCor",Right,"General Practice",72,42,62,66.1,17.7,88,9,63,81,-26,4.35,0.13,21.6,,,
"Nov 04, 2020 07:52:06 PM","Velo HS-Collegiate BBCor",Right,"General Practice",64,46,62,65.6,17.8,80,8,63,89,-28,4.15,0.13,22.1,,,
"Nov 04, 2020 07:51:59 PM","Velo HS-Collegiate BBCor",Right,"General Practice",64,47,64,67.2,18.6,81,8,64,87,-28,4.29,0.13,21.6,,,
"Nov 04, 2020 07:51:44 PM","Velo HS-Collegiate BBCor",Right,"General Practice",55,53,61,63.5,17.4,72,15,71,90,-21,3.56,0.14,20.5,,,
"Nov 04, 2020 07:51:37 PM","Velo HS-Collegiate BBCor",Right,"General Practice",66,46,58,66.1,16.2,83,12,67,84,-22,3.75,0.15,21.2,,,
"Nov 04, 2020 07:47:35 PM","Velo HS-Collegiate BBCor",Right,"General Practice",45,80,67,60.5,20,62,14,88,90,-25,3.19,0.14,18,,,
"Nov 04, 2020 07:47:28 PM","Velo HS-Collegiate BBCor",Right,"General Practice",68,47,60,67.6,17.1,85,5,64,87,-28,4.69,0.12,21.9,,,
"Nov 04, 2020 07:46:48 PM","Velo HS-Collegiate BBCor",Right,"General Practice",63,52,64,63.5,18.6,79,10,70,89,-25,3.77,0.13,20.6,,,
"Nov 04, 2020 07:45:37 PM","Velo HS-Collegiate BBCor",Right,"General Practice",79,28,26,40.1,3.1,96,-13,37,82,-60,0.98,0.21,14.4,,,
"Nov 04, 2020 07:42:01 PM","Velo HS-Collegiate BBCor",Right,"General Practice",50,50,71,62.6,21.5,67,15,68,92,-29,3.32,0.15,20.7,,,
"Nov 04, 2020 07:41:51 PM","Velo HS-Collegiate BBCor",Right,"General Practice",62,48,64,65.1,18.7,79,12,66,88,-26,3.97,0.13,21.5,,,
